name	l:label	uid	type	obtainable	command	label	entity:string_array
	Token,~NoTag		token			pepper	~NoTag
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1323	option_group				
white rice	Option,white rice	N1325	option				
brown rice	Option,brown rice	N1324	option				
house specials	Group	N928	group				
h1.  chicken wings (3)	Item,Obtainable,h1.  chicken wings (3)	N1028	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	h1.  chicken wings (3)	
	Hypergraph		hypergraph		CommandNet>NewInstruction	h1.  chicken wings (3)	
	Token,~NoTag		token			h1	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Buffalo_wing		token			chicken wing	DBPedia>Buffalo_wing
	Token,~NoTag		token			(3)	~NoTag
pick one	OptionGroup	N1326	option_group				
plain	Option,plain	N1327	option				
french fries	Option,french fries	N1328	option				
fried rice	Option,fried rice	N1329	option				
h2. chicken wings (4)	Item,Obtainable,h2. chicken wings (4)	N1029	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	h2. chicken wings (4)	
	Hypergraph		hypergraph		CommandNet>NewInstruction	h2. chicken wings (4)	
	Token,~NoTag		token			h2	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Buffalo_wing		token			chicken wing	DBPedia>Buffalo_wing
	Token,~NoTag		token			(4)	~NoTag
pick one	OptionGroup	N1330	option_group				
plain	Option,plain	N1331	option				
french fries	Option,french fries	N1332	option				
fried rice	Option,fried rice	N1333	option				
h3. chicken wings (5)	Item,Obtainable,h3. chicken wings (5)	N1030	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	h3. chicken wings (5)	
	Hypergraph		hypergraph		CommandNet>NewInstruction	h3. chicken wings (5)	
	Token,~NoTag		token			h3	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Buffalo_wing		token			chicken wing	DBPedia>Buffalo_wing
	Token,~NoTag		token			(5)	~NoTag
pick one	OptionGroup	N1334	option_group				
plain	Option,plain	N1335	option				
french fries	Option,french fries	N1336	option				
fried rice	Option,fried rice	N1337	option				
h4. general tso's wings	Item,Obtainable,h4. general tso's wings	N1031	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	h4. general tsos wings	
	Hypergraph		hypergraph		CommandNet>NewInstruction	h4. general tsos wings	
	Token,~NoTag		token			h4	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			general	~NoTag
	Token,~NoTag		token			tsos	~NoTag
	Token,DBPedia>Buffalo_wing,DBPedia>Wing		token			wing	DBPedia>Buffalo_wing,DBPedia>Wing
pick one	OptionGroup	N1338	option_group				
plain	Option,plain	N1339	option				
french fries	Option,french fries	N1340	option				
fried rice	Option,fried rice	N1341	option				
h5. buffalo wings (10)	Item,Obtainable,h5. buffalo wings (10)	N1032	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	h5. buffalo wings (10)	
	Hypergraph		hypergraph		CommandNet>NewInstruction	h5. buffalo wings (10)	
	Token,~NoTag		token			h5	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Buffalo_wing		token			buffalo wing	DBPedia>Buffalo_wing
	Token,~NoTag		token			(10)	~NoTag
pick one	OptionGroup	N1342	option_group				
plain	Option,plain	N1343	option				
french fries	Option,french fries	N1344	option				
fried rice	Option,fried rice	N1345	option				
h6. shrimp in basket (21)	Item,Obtainable,h6. shrimp in basket (21)	N1033	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	h6. shrimp in basket (21)	
	Hypergraph		hypergraph		CommandNet>NewInstruction	h6. shrimp in basket (21)	
	Token,~NoTag		token			h6	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,DBPedia>Inch		token			in	DBPedia>Inch
	Token,~NoTag		token			basket	~NoTag
	Token,~NoTag		token			(21)	~NoTag
h7. french fries	Item,Obtainable,h7. french fries	N1034	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	h7. french fries	
	Hypergraph		hypergraph		CommandNet>NewInstruction	h7. french fries	
	Token,~NoTag		token			h7	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			french	~NoTag
	Token,DBPedia>French_fries		token			fry	DBPedia>French_fries
h8. steamed shrimp	Item,Obtainable,h8. steamed shrimp	N1035	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	h8. steamed shrimp	
	Hypergraph		hypergraph		CommandNet>NewInstruction	h8. steamed shrimp	
	Token,~NoTag		token			h8	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			steamed	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
pick one	OptionGroup	N1346	option_group				
1/2 lb	Option,1/2 lb	N1348	option				
	Hypergraph		hypergraph		CommandNet>NewInstruction	1/2 lb	
	Hypergraph		hypergraph		CommandNet>NewInstruction	1/2 lb	
	Token,~NoTag		token			1/2	~NoTag
	Token,DBPedia>Pound_(mass)		token			lb	DBPedia>Pound_(mass)
1 lb	Option,1 lb	N1349	option				
	Hypergraph		hypergraph		CommandNet>NewInstruction	1 lb	
	Hypergraph		hypergraph		CommandNet>NewInstruction	1 lb	
	Token,DBPedia>1_(number)		token			1	DBPedia>1_(number)
	Token,DBPedia>Pound_(mass)		token			lb	DBPedia>Pound_(mass)
	Hypergraph		hypergraph		CommandNet>UnitOfMeasurement	UnitOfMeasurement	
choice of rice	OptionGroup	N1347	option_group				
white rice	Option,white rice	N1351	option				
brown rice	Option,brown rice	N1350	option				
weight watcher menu	Group	N1120	group				
66.  steamed mixed vegetables	Item,Obtainable,66.  steamed mixed vegetables	N1130	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	66.  steamed mixed vegetables	
	Hypergraph		hypergraph		CommandNet>NewInstruction	66.  steamed mixed vegetables	
	Token,~NoTag		token			66	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			steamed	~NoTag
	Token,~NoTag		token			mixed	~NoTag
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
67.  steamed bean curd with mixed vegetables	Item,Obtainable,67.  steamed bean curd with mixed vegetables	N1131	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	67.  steamed bean curd with mixed vegetables	
	Hypergraph		hypergraph		CommandNet>NewInstruction	67.  steamed bean curd with mixed vegetables	
	Token,~NoTag		token			67	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			steamed	~NoTag
	Token,DBPedia>Bean		token			bean	DBPedia>Bean
	Token,DBPedia>Curd		token			curd	DBPedia>Curd
	Token,CommonSense>With		token			with	CommonSense>With
	Token,~NoTag		token			mixed	~NoTag
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
68.  steamed chicken with mixed vegetables	Item,Obtainable,68.  steamed chicken with mixed vegetables	N1132	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	68.  steamed chicken with mixed vegetables	
	Hypergraph		hypergraph		CommandNet>NewInstruction	68.  steamed chicken with mixed vegetables	
	Token,~NoTag		token			68	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			steamed	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,CommonSense>With		token			with	CommonSense>With
	Token,~NoTag		token			mixed	~NoTag
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
69.  steamed chicken with broccoli	Item,Obtainable,69.  steamed chicken with broccoli	N1133	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	69.  steamed chicken with broccoli	
	Hypergraph		hypergraph		CommandNet>NewInstruction	69.  steamed chicken with broccoli	
	Token,~NoTag		token			69	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			steamed	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Broccoli		token			broccoli	DBPedia>Broccoli
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
70.  steamed chicken with snow peas	Item,Obtainable,70.  steamed chicken with snow peas	N1134	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	70.  steamed chicken with snow peas	
	Hypergraph		hypergraph		CommandNet>NewInstruction	70.  steamed chicken with snow peas	
	Token,~NoTag		token			70	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			steamed	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Snow_cream		token			snow	DBPedia>Snow_cream
	Token,DBPedia>Pea		token			pea	DBPedia>Pea
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
71.  steamed shrimp with broccoli	Item,Obtainable,71.  steamed shrimp with broccoli	N1135	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	71.  steamed shrimp with broccoli	
	Hypergraph		hypergraph		CommandNet>NewInstruction	71.  steamed shrimp with broccoli	
	Token,~NoTag		token			71	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			steamed	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Broccoli		token			broccoli	DBPedia>Broccoli
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
72.  steamed jumbo shrimp, scallop and chicken with mixed vegetables	Item,Obtainable,72.  steamed jumbo shrimp&comma; scallop and chicken with mixed vegetables	N1136	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	72.  steamed jumbo shrimp, scallop and chicken with mixed vegetables	
	Hypergraph		hypergraph		CommandNet>NewInstruction	72.  steamed jumbo shrimp, scallop and chicken with mixed vegetables	
	Token,~NoTag		token			72	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			steamed	~NoTag
	Token,~NoTag		token			jumbo	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,DBPedia>Comma		token			,	DBPedia>Comma
	Token,DBPedia>Scallop		token			scallop	DBPedia>Scallop
	Token,DBPedia>Conjunction_(grammar)		token			and	DBPedia>Conjunction_(grammar)
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,CommonSense>With		token			with	CommonSense>With
	Token,~NoTag		token			mixed	~NoTag
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
	Hypergraph		hypergraph		CommandNet>NewInstructionOfNouns	NewInstructionOfNouns	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
vegetarian tvp	Group	N929	group				
73.  tvp chicken with cashew nuts	Item,Obtainable,73.  tvp chicken with cashew nuts	N1036	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	73.  tvp chicken with cashew nuts	
	Hypergraph		hypergraph		CommandNet>NewInstruction	73.  tvp chicken with cashew nuts	
	Token,~NoTag		token			73	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			tvp	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Cashew		token			cashew	DBPedia>Cashew
	Token,~NoTag		token			nut	~NoTag
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
74.  tvp sweet &amp; sour chicken	Item,Obtainable,74.  tvp sweet &amp; sour chicken	N1037	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	74.  tvp sweet &amp; sour chicken	
	Hypergraph		hypergraph		CommandNet>NewInstruction	74.  tvp sweet &amp; sour chicken	
	Token,~NoTag		token			74	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			tvp	~NoTag
	Token,~NoTag		token			sweet	~NoTag
	Token,~NoTag		token			&amp;	~NoTag
	Token,~NoTag		token			sour	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
75.  tvp general tso's chicken	Item,Obtainable,75.  tvp general tso's chicken	N1038	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	75.  tvp general tsos chicken	
	Hypergraph		hypergraph		CommandNet>NewInstruction	75.  tvp general tsos chicken	
	Token,~NoTag		token			75	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			tvp	~NoTag
	Token,~NoTag		token			general	~NoTag
	Token,~NoTag		token			tsos	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
76.  tvp orange chicken	Item,Obtainable,76.  tvp orange chicken	N1039	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	76.  tvp orange chicken	
	Hypergraph		hypergraph		CommandNet>NewInstruction	76.  tvp orange chicken	
	Token,~NoTag		token			76	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			tvp	~NoTag
	Token,DBPedia>Orange		token			orange	DBPedia>Orange
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
77.  tvp honey sesame chicken	Item,Obtainable,77.  tvp honey sesame chicken	N1040	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	77.  tvp honey sesame chicken	
	Hypergraph		hypergraph		CommandNet>NewInstruction	77.  tvp honey sesame chicken	
	Token,~NoTag		token			77	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			tvp	~NoTag
	Token,DBPedia>Honey		token			honey	DBPedia>Honey
	Token,DBPedia>Sesame		token			sesame	DBPedia>Sesame
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
78.  tvp chicken with mixed vegetable	Item,Obtainable,78.  tvp chicken with mixed vegetable	N1041	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	78.  tvp chicken with mixed vegetable	
	Hypergraph		hypergraph		CommandNet>NewInstruction	78.  tvp chicken with mixed vegetable	
	Token,~NoTag		token			78	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			tvp	~NoTag
	Token,DBPedia>Chicken		token			chicken	DBPedia>Chicken
	Token,CommonSense>With		token			with	CommonSense>With
	Token,~NoTag		token			mixed	~NoTag
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
seafood	Group	N930	group				
79.  shrimp with broccoli	Item,Obtainable,79.  shrimp with broccoli	N1047	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	79.  shrimp with broccoli	
	Hypergraph		hypergraph		CommandNet>NewInstruction	79.  shrimp with broccoli	
	Token,~NoTag		token			79	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Broccoli		token			broccoli	DBPedia>Broccoli
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1168	option_group				
white rice	Option,white rice	N1353	option				
brown rice	Option,brown rice	N1352	option				
80.  shrimp with garlic sauce	Item,Obtainable,80.  shrimp with garlic sauce	N1048	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	80.  shrimp with garlic sauce	
	Hypergraph		hypergraph		CommandNet>NewInstruction	80.  shrimp with garlic sauce	
	Token,~NoTag		token			80	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Garlic		token			garlic	DBPedia>Garlic
	Token,DBPedia>Sauce		token			sauce	DBPedia>Sauce
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1169	option_group				
white rice	Option,white rice	N1355	option				
brown rice	Option,brown rice	N1354	option				
81.  hunan shrimp	Item,Obtainable,81.  hunan shrimp	N1049	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	81.  hunan shrimp	
	Hypergraph		hypergraph		CommandNet>NewInstruction	81.  hunan shrimp	
	Token,~NoTag		token			81	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			hunan	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
choice of rice	OptionGroup	N1170	option_group				
white rice	Option,white rice	N1357	option				
brown rice	Option,brown rice	N1356	option				
82.  shrimp with snow peas	Item,Obtainable,82.  shrimp with snow peas	N1050	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	82.  shrimp with snow peas	
	Hypergraph		hypergraph		CommandNet>NewInstruction	82.  shrimp with snow peas	
	Token,~NoTag		token			82	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Snow_cream		token			snow	DBPedia>Snow_cream
	Token,DBPedia>Pea		token			pea	DBPedia>Pea
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1171	option_group				
white rice	Option,white rice	N1359	option				
brown rice	Option,brown rice	N1358	option				
83.  curry shrimp	Item,Obtainable,83.  curry shrimp	N1051	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	83.  curry shrimp	
	Hypergraph		hypergraph		CommandNet>NewInstruction	83.  curry shrimp	
	Token,~NoTag		token			83	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Curry		token			curry	DBPedia>Curry
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1172	option_group				
white rice	Option,white rice	N1361	option				
brown rice	Option,brown rice	N1360	option				
84.  szechuan shrimp	Item,Obtainable,84.  szechuan shrimp	N1052	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	84.  szechuan shrimp	
	Hypergraph		hypergraph		CommandNet>NewInstruction	84.  szechuan shrimp	
	Token,~NoTag		token			84	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			szechuan	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
choice of rice	OptionGroup	N1173	option_group				
white rice	Option,white rice	N1363	option				
brown rice	Option,brown rice	N1362	option				
85.  shrimp with black bean sauce	Item,Obtainable,85.  shrimp with black bean sauce	N1053	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	85.  shrimp with black bean sauce	
	Hypergraph		hypergraph		CommandNet>NewInstruction	85.  shrimp with black bean sauce	
	Token,~NoTag		token			85	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Black		token			black	DBPedia>Black
	Token,DBPedia>Bean		token			bean	DBPedia>Bean
	Token,DBPedia>Sauce		token			sauce	DBPedia>Sauce
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
choice of rice	OptionGroup	N1174	option_group				
white rice	Option,white rice	N1365	option				
brown rice	Option,brown rice	N1364	option				
86.  shrimp with cashew nuts	Item,Obtainable,86.  shrimp with cashew nuts	N1054	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	86.  shrimp with cashew nuts	
	Hypergraph		hypergraph		CommandNet>NewInstruction	86.  shrimp with cashew nuts	
	Token,~NoTag		token			86	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Cashew		token			cashew	DBPedia>Cashew
	Token,~NoTag		token			nut	~NoTag
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1175	option_group				
white rice	Option,white rice	N1367	option				
brown rice	Option,brown rice	N1366	option				
87.  shrimp with lobster sauce	Item,Obtainable,87.  shrimp with lobster sauce	N1055	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	87.  shrimp with lobster sauce	
	Hypergraph		hypergraph		CommandNet>NewInstruction	87.  shrimp with lobster sauce	
	Token,~NoTag		token			87	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Lobster		token			lobster	DBPedia>Lobster
	Token,DBPedia>Sauce		token			sauce	DBPedia>Sauce
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1176	option_group				
white rice	Option,white rice	N1369	option				
brown rice	Option,brown rice	N1368	option				
88.  shrimp with mixed vegetable	Item,Obtainable,88.  shrimp with mixed vegetable	N1056	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	88.  shrimp with mixed vegetable	
	Hypergraph		hypergraph		CommandNet>NewInstruction	88.  shrimp with mixed vegetable	
	Token,~NoTag		token			88	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,CommonSense>With		token			with	CommonSense>With
	Token,~NoTag		token			mixed	~NoTag
	Token,DBPedia>Vegetable		token			vegetable	DBPedia>Vegetable
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1177	option_group				
white rice	Option,white rice	N1371	option				
brown rice	Option,brown rice	N1370	option				
89.  kung pao shrimp	Item,Obtainable,89.  kung pao shrimp	N1057	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	89.  kung pao shrimp	
	Hypergraph		hypergraph		CommandNet>NewInstruction	89.  kung pao shrimp	
	Token,~NoTag		token			89	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,~NoTag		token			kung	~NoTag
	Token,~NoTag		token			pao	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
choice of rice	OptionGroup	N1178	option_group				
white rice	Option,white rice	N1373	option				
brown rice	Option,brown rice	N1372	option				
90.  shrimp and scallop with garlic sauce	Item,Obtainable,90.  shrimp and scallop with garlic sauce	N1058	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	90.  shrimp and scallop with garlic sauce	
	Hypergraph		hypergraph		CommandNet>NewInstruction	90.  shrimp and scallop with garlic sauce	
	Token,~NoTag		token			90	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,DBPedia>Conjunction_(grammar)		token			and	DBPedia>Conjunction_(grammar)
	Token,DBPedia>Scallop		token			scallop	DBPedia>Scallop
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Garlic		token			garlic	DBPedia>Garlic
	Token,DBPedia>Sauce		token			sauce	DBPedia>Sauce
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>NewInstructionOfNouns	NewInstructionOfNouns	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1179	option_group				
white rice	Option,white rice	N1375	option				
brown rice	Option,brown rice	N1374	option				
91.  shrimp with string beans	Item,Obtainable,91.  shrimp with string beans	N1059	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	91.  shrimp with string beans	
	Hypergraph		hypergraph		CommandNet>NewInstruction	91.  shrimp with string beans	
	Token,~NoTag		token			91	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Token,CommonSense>With		token			with	CommonSense>With
	Token,~NoTag		token			string	~NoTag
	Token,DBPedia>Bean		token			bean	DBPedia>Bean
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
choice of rice	OptionGroup	N1180	option_group				
white rice	Option,white rice	N1377	option				
brown rice	Option,brown rice	N1376	option				
91. basil shrimp 	Item,Obtainable,91. basil shrimp 	N1590	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	91. basil shrimp 	
	Hypergraph		hypergraph		CommandNet>NewInstruction	91. basil shrimp 	
	Token,~NoTag		token			91	~NoTag
	Token,~NoTag		token			.	~NoTag
	Token,DBPedia>Basil		token			basil	DBPedia>Basil
	Token,DBPedia>Shrimp		token			shrimp	DBPedia>Shrimp
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
duck	Group	N931	group				
duck with garlic sauce	Item,Obtainable,duck with garlic sauce	N1060	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	duck with garlic sauce	
	Hypergraph		hypergraph		CommandNet>NewInstruction	duck with garlic sauce	
	Token,DBPedia>Duck		token			duck	DBPedia>Duck
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>Garlic		token			garlic	DBPedia>Garlic
	Token,DBPedia>Sauce		token			sauce	DBPedia>Sauce
	Hypergraph		hypergraph		CommandNet>Noun	Noun	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
wor shu duck	Item,Obtainable,wor shu duck	N1061	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	wor shu duck	
	Hypergraph		hypergraph		CommandNet>NewInstruction	wor shu duck	
	Token,~NoTag		token			wor	~NoTag
	Token,~NoTag		token			shu	~NoTag
	Token,DBPedia>Duck		token			duck	DBPedia>Duck
canton roast duck	Item,Obtainable,canton roast duck	N1062	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	canton roast duck	
	Hypergraph		hypergraph		CommandNet>NewInstruction	canton roast duck	
	Token,~NoTag		token			canton	~NoTag
	Token,~NoTag		token			roast	~NoTag
	Token,DBPedia>Duck		token			duck	DBPedia>Duck
pick one	OptionGroup	N1378	option_group				
half	Option,half	N1379	option				
whole	Option,whole	N1380	option				
peking duck	Item,Obtainable,peking duck	N1063	item	True			
pick one	OptionGroup	N1381	option_group				
half with 5 pancakes	Option,half with 5 pancakes	N1382	option				
	Hypergraph		hypergraph		CommandNet>NewInstruction	half with 5 pancakes	
	Hypergraph		hypergraph		CommandNet>NewInstruction	half with 5 pancakes	
	Token,~NoTag		token			half	~NoTag
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>5_(number)		token			5	DBPedia>5_(number)
	Token,DBPedia>Pancake		token			pancake	DBPedia>Pancake
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
whole with 10 pancakes	Option,whole with 10 pancakes	N1383	option				
	Hypergraph		hypergraph		CommandNet>NewInstruction	whole with 10 pancakes	
	Hypergraph		hypergraph		CommandNet>NewInstruction	whole with 10 pancakes	
	Token,~NoTag		token			whole	~NoTag
	Token,CommonSense>With		token			with	CommonSense>With
	Token,DBPedia>10_(number)		token			10	DBPedia>10_(number)
	Token,DBPedia>Pancake		token			pancake	DBPedia>Pancake
	Hypergraph		hypergraph		CommandNet>UnitsOfX	UnitsOfX	
	Hypergraph		hypergraph		CommandNet>AlongWith	AlongWith	
beef	Group	N1124	group				
92.  beef with string bean	Item,Obtainable,92.  beef with string bean	N1137	item	True			
	Hypergraph		hypergraph		CommandNet>NewInstruction	92.  beef with string bean	
	Hypergraph		hypergraph		CommandNet>NewInstruction	92.  beef with string bean	
	Token,~NoTag		token			92	~NoTag
	Token,~NoTag		token			.	~NoTag
